"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Girls-Value","Girls-Denominator"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","x","6","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","78","46","NA","NA","","71","21","84","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","73","40","NA","NA","","68","22","78","18"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","x","9","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","72","36","NA","NA","","x","21","x","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","76","21","NA","NA","","x","8","x","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","100","5","NA","NA","",".","0","100","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","80","20","NA","NA","","x","9","x","11"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","67","24","NA","NA","","62","13","73","11"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","73","11","NA","NA","","x","5","x","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","55","11","NA","NA","","x","7","x","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","42","12","NA","NA","","x","6","x","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","x","5","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","70","23","NA","NA","","x","11","x","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","x","6","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","70","20","NA","NA","","x","11","x","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","67","12","NA","NA","","x","7","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","81","41","NA","NA","","x","23","x","18"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","32","22","NA","NA","","x","10","x","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","x","4","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","100","3","NA","NA","","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","67","18","NA","NA","","x","10","x","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","56","9","NA","NA","","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","63","35","NA","NA","","62","26","67","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","x","3","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","67","64","NA","NA","","73","33","61","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","73","11","NA","NA","","x","5","x","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","47","15","NA","NA","","x","11","x","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","42","26","NA","NA","","29","14","58","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","x","7","NA","NA","Suppressed","x","4","100","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","x","21","NA","NA","Suppressed","x","12","x","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","x","5","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","x","9","NA","NA","Suppressed","100","4","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","75","44","NA","NA","","72","25","79","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","67","12","NA","NA","","x","7","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","50","12","NA","NA","","x","5","x","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","63","8","NA","NA","","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","x","10","NA","NA","Suppressed","x","4","100","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","x","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","x","7","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","33","15","NA","NA","","x","11","x","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","x","x","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","77","13","NA","NA","","x","5","x","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","46","11","NA","NA","","x","3","x","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","65","23","NA","NA","","x","6","x","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils",".","0","NA","NA","Not applicable",".","0",".","0"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","x","6","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","62","13","NA","NA","","x","8","x","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","x","5","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","55","11","NA","NA","","x","3","x","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","x","6","NA","NA","Suppressed","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","40","10","NA","NA","","x","x","x","x"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","x","8","NA","NA","Suppressed","x","4","x","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","x","6","NA","NA","Suppressed","x","3","100","3"
"Percentage entering the English Baccalaureate","2016","Academic year","White","18+1 (Major)","All - England","Country","E92000001","All pupils","All other pupils","38"," 422,763 ","NA","","","33"," 215,354 ","43"," 207,409 "
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","All - England","Country","E92000001","All pupils","All other pupils","42"," 22,868 ","NA","","","37"," 11,535 ","47"," 11,333 "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","All - England","Country","E92000001","All pupils","All other pupils","47"," 51,218 ","NA","","","41"," 26,559 ","54"," 24,659 "
