"Title","Employment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","December 2016"
"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL","SUPRESS"
"Jan09-Dec09","Employed","East Midlands","White","Female","50-64","16-64","239,804","401,376","1,550","59.7","3.9",""
"Jan09-Dec09","Employed","East Midlands","White","Male","All","16-64","1,011,039","1,287,192","4,525","78.5","1.9",""
"Jan09-Dec09","Employed","East Midlands","White","Male","16-24","16-64","136,983","230,468","770","59.4","5.5",""
"Jan09-Dec09","Employed","East Midlands","White","Male","25-49","16-64","588,573","661,975","2,252","88.9","2",""
"Jan09-Dec09","Employed","East Midlands","White","Male","50-64","16-64","285,483","394,749","1,503","72.3","3.6",""
"Jan09-Dec09","Employed","East Midlands","BME","All","All","16-64","166,531","273,994","1,282","60.8","4.2",""
"Jan09-Dec09","Employed","East Midlands","BME","All","16-24","16-64","19,698","64,108","279","30.7","8.6",""
"Jan09-Dec09","Employed","East Midlands","BME","All","25-49","16-64","121,593","168,280","780","72.3","5",""
"Jan09-Dec09","Employed","East Midlands","BME","All","50-64","16-64","25,240","41,606","223","60.7","10.1",""
"Jan09-Dec09","Employed","East Midlands","BME","Female","All","16-64","74,369","138,234","664","53.8","6",""
"Jan09-Dec09","Employed","East Midlands","BME","Female","16-24","16-64","8,765","32,374","139","27.1","11.7",""
"Jan09-Dec09","Employed","East Midlands","BME","Female","25-49","16-64","54,726","86,043","417","63.6","7.3",""
"Jan09-Dec09","Employed","East Midlands","BME","Female","50-64","16-64","10,878","19,817","108","54.9","14.8",""
"Jan09-Dec09","Employed","East Midlands","BME","Male","All","16-64","92,162","135,760","618","67.9","5.8",""
"Jan09-Dec09","Employed","East Midlands","BME","Male","16-24","16-64","10,933","31,734","140","34.5","12.4",""
"Jan09-Dec09","Employed","East Midlands","BME","Male","25-49","16-64","66,867","82,237","363","81.3","6.3",""
"Jan09-Dec09","Employed","East Midlands","BME","Male","50-64","16-64","14,362","21,789","115","65.9","13.7",""
"Jan09-Dec09","Employed","East of England","White","All","All","16-64","2,508,127","3,340,518","11,890","75.1","1.2",""
"Jan09-Dec09","Employed","East of England","White","All","16-24","16-64","336,695","557,463","1,792","60.4","3.6",""
"Jan09-Dec09","Employed","East of England","White","All","25-49","16-64","1,468,390","1,759,244","6,080","83.5","1.5",""
"Jan09-Dec09","Employed","East of England","White","All","50-64","16-64","703,042","1,023,811","4,018","68.7","2.3",""
"Jan09-Dec09","Employed","East of England","White","Female","All","16-64","1,167,143","1,686,171","6,168","69.2","1.8",""
"Jan09-Dec09","Employed","East of England","White","Female","16-24","16-64","170,717","278,144","886","61.4","5.1",""
"Jan09-Dec09","Employed","East of England","White","Female","25-49","16-64","680,696","887,744","3,197","76.7","2.3",""
"Jan09-Dec09","Employed","East of England","White","Female","50-64","16-64","315,730","520,283","2,085","60.7","3.3",""
"Jan09-Dec09","Employed","East of England","White","Male","All","16-64","1,340,984","1,654,347","5,722","81.1","1.6",""
"Jan09-Dec09","Employed","East of England","White","Male","16-24","16-64","165,978","279,319","906","59.4","5.1",""
"Jan09-Dec09","Employed","East of England","White","Male","25-49","16-64","787,694","871,500","2,883","90.4","1.7",""
"Jan09-Dec09","Employed","East of England","White","Male","50-64","16-64","387,312","503,528","1,933","76.9","3",""
"Jan09-Dec09","Employed","East of England","BME","All","All","16-64","185,344","288,760","1,276","64.2","4.2",""
"Jan09-Dec09","Employed","East of England","BME","All","16-24","16-64","19,784","53,393","243","37.1","9.6",""
"Jan09-Dec09","Employed","East of England","BME","All","25-49","16-64","140,381","192,793","830","72.8","4.8",""
"Jan09-Dec09","Employed","East of England","BME","All","50-64","16-64","25,179","42,574","203","59.1","10.7",""
"Jan09-Dec09","Employed","East of England","BME","Female","All","16-64","82,428","144,642","661","57","6",""
"Jan09-Dec09","Employed","East of England","BME","Female","16-24","16-64","8,501","24,883","121","34.2","13.4",""
"Jan09-Dec09","Employed","East of England","BME","Female","25-49","16-64","61,899","98,215","437","63","7.2",""
"Jan09-Dec09","Employed","East of England","BME","Female","50-64","16-64","12,028","21,544","103","55.8","15.2",""
"Jan09-Dec09","Employed","East of England","BME","Male","All","16-64","102,916","144,118","615","71.4","5.6",""
"Jan09-Dec09","Employed","East of England","BME","Male","16-24","16-64","11,283","28,510","122","39.6","13.7",""
"Jan09-Dec09","Employed","East of England","BME","Male","25-49","16-64","78,482","94,578","393","83","5.9",""
"Jan09-Dec09","Employed","East of England","BME","Male","50-64","16-64","13,151","21,030","100","62.5","15",""
"Jan09-Dec09","Employed","London","White","All","All","16-64","2,566,564","3,487,486","11,176","73.6","1.3",""
"Jan09-Dec09","Employed","London","White","All","16-24","16-64","297,277","543,149","1,549","54.7","3.9",""
"Jan09-Dec09","Employed","London","White","All","25-49","16-64","1,730,745","2,126,644","6,505","81.4","1.5",""
"Jan09-Dec09","Employed","London","White","All","50-64","16-64","538,542","817,693","3,122","65.9","2.6",""
"Jan09-Dec09","Employed","London","White","Female","All","16-64","1,171,743","1,730,651","5,812","67.7","1.9",""
"Jan09-Dec09","Employed","London","White","Female","16-24","16-64","153,489","278,781","768","55.1","5.6",""
"Jan09-Dec09","Employed","London","White","Female","25-49","16-64","769,647","1,040,016","3,447","74","2.3",""
"Jan09-Dec09","Employed","London","White","Female","50-64","16-64","248,607","411,854","1,597","60.4","3.8",""
"Jan09-Dec09","Employed","London","White","Male","All","16-64","1,394,821","1,756,835","5,364","79.4","1.7",""
"Jan09-Dec09","Employed","London","White","Male","16-24","16-64","143,788","264,368","781","54.4","5.5",""
"Jan09-Dec09","Employed","London","White","Male","25-49","16-64","961,098","1,086,628","3,058","88.4","1.8",""
"Jan09-Dec09","Employed","London","White","Male","50-64","16-64","289,935","405,839","1,525","71.4","3.6",""
"Jan09-Dec09","Employed","London","BME","All","All","16-64","1,122,482","1,945,094","6,110","57.7","2",""
"Jan09-Dec09","Employed","London","BME","All","16-24","16-64","126,322","421,757","1,217","30","4.1",""
"Jan09-Dec09","Employed","London","BME","All","25-49","16-64","824,011","1,224,884","3,820","67.3","2.4",""
"Jan09-Dec09","Employed","London","BME","All","50-64","16-64","172,149","298,453","1,073","57.7","4.7",""
"Jan09-Dec09","Employed","London","BME","Female","All","16-64","496,947","1,008,675","3,349","49.3","2.7",""
"Jan09-Dec09","Employed","London","BME","Female","16-24","16-64","59,983","214,030","600","28","5.7",""
"Jan09-Dec09","Employed","London","BME","Female","25-49","16-64","352,876","635,259","2,164","55.5","3.3",""
"Jan09-Dec09","Employed","London","BME","Female","50-64","16-64","84,088","159,386","585","52.8","6.4",""
"Jan09-Dec09","Employed","London","BME","Male","All","16-64","625,535","936,419","2,761","66.8","2.8",""
"Jan09-Dec09","Employed","London","BME","Male","16-24","16-64","66,339","207,727","617","31.9","5.8",""
"Jan09-Dec09","Employed","London","BME","Male","25-49","16-64","471,135","589,625","1,656","79.9","3",""
"Jan09-Dec09","Employed","London","BME","Male","50-64","16-64","88,061","139,067","488","63.3","6.8",""
"Jan09-Dec09","Employed","North East","White","All","All","16-64","1,063,186","1,590,924","11,869","66.8","1.3",""
"Jan09-Dec09","Employed","North East","White","All","16-24","16-64","150,377","298,646","1,940","50.4","3.5",""
"Jan09-Dec09","Employed","North East","White","All","25-49","16-64","631,298","803,488","5,817","78.6","1.7",""
"Jan09-Dec09","Employed","North East","White","All","50-64","16-64","281,511","488,790","4,112","57.6","2.4",""
"Jan09-Dec09","Employed","North East","White","Female","All","16-64","513,005","807,633","6,170","63.5","1.9",""
"Jan09-Dec09","Employed","North East","White","Female","16-24","16-64","76,862","148,163","958","51.9","5",""
"Jan09-Dec09","Employed","North East","White","Female","25-49","16-64","306,668","410,650","3,078","74.7","2.4",""
"Jan09-Dec09","Employed","North East","White","Female","50-64","16-64","129,475","248,820","2,134","52","3.3",""
"Jan09-Dec09","Employed","North East","White","Male","All","16-64","550,181","783,291","5,699","70.2","1.9",""
"Jan09-Dec09","Employed","North East","White","Male","16-24","16-64","73,515","150,483","982","48.9","4.9",""
"Jan09-Dec09","Employed","North East","White","Male","25-49","16-64","324,630","392,838","2,739","82.6","2.2",""
"Jan09-Dec09","Employed","North East","White","Male","50-64","16-64","152,036","239,970","1,978","63.4","3.4",""
"Jan09-Dec09","Employed","North East","BME","All","All","16-64","37,163","69,115","496","53.8","6.9",""
"Jan09-Dec09","Employed","North East","BME","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","North East","BME","All","25-49","16-64","29,127","45,953","329","63.4","8.2",""
"Jan09-Dec09","Employed","North East","BME","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","North East","BME","Female","All","16-64","16,596","34,173","246","48.6","9.9",""
"Jan09-Dec09","Employed","North East","BME","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","North East","BME","Female","25-49","16-64","12,718","23,132","167","55","11.9",""
"Jan09-Dec09","Employed","North East","BME","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","North East","BME","Male","All","16-64","20,567","34,942","250","58.9","9.6",""
"Jan09-Dec09","Employed","North East","BME","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","North East","BME","Male","25-49","16-64","16,409","22,821","162","71.9","10.9",""
"Jan09-Dec09","Employed","North East","BME","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","North West","White","All","All","16-64","2,860,129","4,103,151","23,599","69.7","0.9",""
"Jan09-Dec09","Employed","North West","White","All","16-24","16-64","392,880","745,315","3,851","52.7","2.5",""
"Jan09-Dec09","Employed","North West","White","All","25-49","16-64","1,701,954","2,126,857","11,914","80","1.1",""
"Jan09-Dec09","Employed","North West","White","All","50-64","16-64","765,295","1,230,979","7,834","62.2","1.7",""
"Jan09-Dec09","Employed","North West","White","Female","All","16-64","1,368,841","2,077,377","12,393","65.9","1.3",""
"Jan09-Dec09","Employed","North West","White","Female","16-24","16-64","197,696","374,184","1,935","52.8","3.5",""
"Jan09-Dec09","Employed","North West","White","Female","25-49","16-64","817,614","1,082,630","6,376","75.5","1.7",""
"Jan09-Dec09","Employed","North West","White","Female","50-64","16-64","353,531","620,563","4,082","57","2.4",""
"Jan09-Dec09","Employed","North West","White","Male","All","16-64","1,491,288","2,025,774","11,206","73.6","1.3",""
"Jan09-Dec09","Employed","North West","White","Male","16-24","16-64","195,184","371,131","1,916","52.6","3.5",""
"Jan09-Dec09","Employed","North West","White","Male","25-49","16-64","884,340","1,044,227","5,538","84.7","1.5",""
"Jan09-Dec09","Employed","North West","White","Male","50-64","16-64","411,764","610,416","3,752","67.5","2.4",""
"Jan09-Dec09","Employed","North West","BME","All","All","16-64","197,269","385,174","2,245","51.2","3.3",""
"Jan09-Dec09","Employed","North West","BME","All","16-24","16-64","31,260","101,414","549","30.8","6.1",""
"Jan09-Dec09","Employed","North West","BME","All","25-49","16-64","142,653","237,317","1,371","60.1","4.1",""
"Jan09-Dec09","Employed","North West","BME","All","50-64","16-64","23,356","46,443","325","50.3","8.6",""
"Jan09-Dec09","Employed","North West","BME","Female","All","16-64","72,164","185,144","1,131","39","4.5",""
"Jan09-Dec09","Employed","North West","BME","Female","16-24","16-64","15,030","49,311","271","30.5","8.7",""
"Jan09-Dec09","Employed","North West","BME","Female","25-49","16-64","49,853","113,403","692","44","5.8",""
"Jan09-Dec09","Employed","North West","BME","Female","50-64","16-64","7,281","22,430","168","32.5","11.2",""
"Jan09-Dec09","Employed","North West","BME","Male","All","16-64","125,105","200,030","1,114","62.5","4.5",""
"Jan09-Dec09","Employed","North West","BME","Male","16-24","16-64","16,230","52,103","278","31.1","8.6",""
"Jan09-Dec09","Employed","North West","BME","Male","25-49","16-64","92,800","123,914","679","74.9","5.2",""
"Jan09-Dec09","Employed","North West","BME","Male","50-64","16-64","16,075","24,013","157","66.9","11.6",""
"Jan09-Dec09","Employed","Scotland","White","All","All","16-64","2,374,900","3,275,709","28,179","72.5","0.8",""
"Jan09-Dec09","Employed","Scotland","White","All","16-24","16-64","342,450","583,292","3,967","58.7","2.4",""
"Jan09-Dec09","Employed","Scotland","White","All","25-49","16-64","1,395,284","1,706,639","14,097","81.8","1",""
"Jan09-Dec09","Employed","Scotland","White","All","50-64","16-64","637,166","985,778","10,115","64.6","1.5",""
"Jan09-Dec09","Employed","Scotland","White","Female","All","16-64","1,150,677","1,674,722","14,897","68.7","1.2",""
"Jan09-Dec09","Employed","Scotland","White","Female","16-24","16-64","172,268","291,625","1,969","59.1","3.4",""
"Jan09-Dec09","Employed","Scotland","White","Female","25-49","16-64","678,961","877,724","7,602","77.4","1.5",""
"Jan09-Dec09","Employed","Scotland","White","Female","50-64","16-64","299,448","505,373","5,326","59.3","2.1",""
"Jan09-Dec09","Employed","Scotland","White","Male","All","16-64","1,224,223","1,600,987","13,282","76.5","1.1",""
"Jan09-Dec09","Employed","Scotland","White","Male","16-24","16-64","170,182","291,667","1,998","58.3","3.4",""
"Jan09-Dec09","Employed","Scotland","White","Male","25-49","16-64","716,323","828,915","6,495","86.4","1.3",""
"Jan09-Dec09","Employed","Scotland","White","Male","50-64","16-64","337,718","480,405","4,789","70.3","2",""
"Jan09-Dec09","Employed","Scotland","BME","All","All","16-64","66,931","115,909","689","57.7","5.8",""
"Jan09-Dec09","Employed","Scotland","BME","All","16-24","16-64","9,865","28,227","146","34.9","12.2",""
"Jan09-Dec09","Employed","Scotland","BME","All","25-49","16-64","52,175","78,763","481","66.2","6.7",""
"Jan09-Dec09","Employed","Scotland","BME","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","Scotland","BME","Female","All","16-64","29,046","60,297","370","48.2","8",""
"Jan09-Dec09","Employed","Scotland","BME","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","Scotland","BME","Female","25-49","16-64","22,984","40,572","260","56.6","9.5",""
"Jan09-Dec09","Employed","Scotland","BME","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","Scotland","BME","Male","All","16-64","37,885","55,612","319","68.1","8.1",""
"Jan09-Dec09","Employed","Scotland","BME","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","Scotland","BME","Male","25-49","16-64","29,191","38,191","221","76.4","8.8",""
"Jan09-Dec09","Employed","Scotland","BME","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","South East","White","All","All","16-64","3,741,074","4,955,397","19,694","75.5","0.9",""
"Jan09-Dec09","Employed","South East","White","All","16-24","16-64","485,537","841,651","2,991","57.7","2.8",""
"Jan09-Dec09","Employed","South East","White","All","25-49","16-64","2,209,447","2,620,112","10,272","84.3","1.1",""
"Jan09-Dec09","Employed","South East","White","All","50-64","16-64","1,046,090","1,493,634","6,431","70","1.8",""
"Jan09-Dec09","Employed","South East","White","Female","All","16-64","1,766,178","2,510,947","10,201","70.3","1.4",""
"Jan09-Dec09","Employed","South East","White","Female","16-24","16-64","249,976","426,245","1,503","58.6","3.9",""
"Jan09-Dec09","Employed","South East","White","Female","25-49","16-64","1,043,156","1,327,252","5,408","78.6","1.7",""
"Jan09-Dec09","Employed","South East","White","Female","50-64","16-64","473,046","757,450","3,290","62.5","2.6",""
"Jan09-Dec09","Employed","South East","White","Male","All","16-64","1,974,896","2,444,450","9,493","80.8","1.3",""
"Jan09-Dec09","Employed","South East","White","Male","16-24","16-64","235,561","415,406","1,488","56.7","4",""
"Jan09-Dec09","Employed","South East","White","Male","25-49","16-64","1,166,291","1,292,860","4,864","90.2","1.3",""
"Jan09-Dec09","Employed","South East","White","Male","50-64","16-64","573,044","736,184","3,141","77.8","2.3",""
"Jan09-Dec09","Employed","South East","BME","All","All","16-64","299,632","421,666","2,092","71.1","3.1",""
"Jan09-Dec09","Employed","South East","BME","All","16-24","16-64","37,569","80,393","354","46.7","8.2",""
