"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dyfed-Powys","Police Force Area","0","0","3,262","0","0%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Essex","Police Force Area","4","4","27,635","14.47","1%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gloucestershire","Police Force Area","3","3","8,661","34.64","2%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Greater Manchester","Police Force Area","3","3","60,710","4.94","0%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gwent","Police Force Area","0","0","5,547","0","0%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hampshire","Police Force Area","1","1","30,905","3.24","0%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hertfordshire","Police Force Area","0","0","27,497","0","0%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Humberside","Police Force Area","1","1","8,185","12.22","1%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Kent","Police Force Area","3","3","27,283","11","1%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lancashire","Police Force Area","2","2","16,300","12.27","1%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Leicestershire","Police Force Area","1","1","20,520","4.87","0%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lincolnshire","Police Force Area","0","0","6,190","0","0%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","London, City of","Police Force Area","3","3","N/A","N/A","8%","4%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Merseyside","Police Force Area","12","12","20,954","57.27","4%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","141","144","404,990","34.79","4%","5%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Norfolk","Police Force Area","0","0","10,027","0","0%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Wales","Police Force Area","1","1","4,950","20.2","1%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Yorkshire","Police Force Area","0","0","7,456","0","0%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northamptonshire","Police Force Area","5","5","14,182","35.26","4%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northumbria","Police Force Area","3","3","12,447","24.1","1%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","2","2","30,981","6.46","1%","3%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Wales","Police Force Area","0","0","17,762","0","0%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Yorkshire","Police Force Area","0","0","20,791","0","0%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Staffordshire","Police Force Area","2","2","14,095","14.19","1%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Suffolk","Police Force Area","1","1","12,472","8.02","1%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Surrey","Police Force Area","0","0","23,554","0","0%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Sussex","Police Force Area","4","4","30,036","13.32","1%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Thames Valley","Police Force Area","4","4","55,986","7.14","2%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Warwickshire","Police Force Area","0","0","7,949","0","0%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Mercia","Police Force Area","2","2","13,466","14.85","1%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Midlands","Police Force Area","15","15","96,204","15.59","2%","4%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Yorkshire","Police Force Area","2","2","48,126","4.16","0%","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Wiltshire","Police Force Area","1","1","9,794","10.21","1%","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","All - including BTP","Police Force Area","1,217","1,240","1,224,400","99.36","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Avon & Somerset","Police Force Area","11","12","28,277","37.8","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Bedfordshire","Police Force Area","14","14","18,456","75.86","N/A","3%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","British Transport Police","Police Force Area","41","41","N/A","N/A","N/A","N/A"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cambridgeshire","Police Force Area","8","8","16,029","49.91","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cheshire","Police Force Area","10","10","10,423","95.94","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cleveland","Police Force Area","4","4","5,762","69.42","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cumbria","Police Force Area","6","6","2,504","239.62","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Derbyshire","Police Force Area","11","11","14,351","76.65","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Devon & Cornwall","Police Force Area","10","10","15,645","63.92","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dorset","Police Force Area","8","8","9,507","84.15","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Durham","Police Force Area","8","8","4,240","180.42","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dyfed-Powys","Police Force Area","3","3","3,262","91.97","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Essex","Police Force Area","32","33","27,635","114.56","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gloucestershire","Police Force Area","5","5","8,661","57.73","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Greater Manchester","Police Force Area","88","89","60,710","145.26","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gwent","Police Force Area","11","11","5,547","198.31","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hampshire","Police Force Area","13","23","30,905","42.06","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hertfordshire","Police Force Area","20","20","27,497","72.74","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Humberside","Police Force Area","4","4","8,185","48.87","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Kent","Police Force Area","23","23","27,283","84.3","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lancashire","Police Force Area","30","31","16,300","185.58","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Leicestershire","Police Force Area","26","26","20,520","126.71","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lincolnshire","Police Force Area","5","5","6,190","80.78","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","London, City of","Police Force Area","9","9","N/A","N/A","N/A","4%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Merseyside","Police Force Area","53","54","20,954","254.84","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Metropolitan Police","Police Force Area","377","378","404,990","93.03","N/A","5%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Norfolk","Police Force Area","11","11","10,027","107.21","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Wales","Police Force Area","3","3","4,950","60.61","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Yorkshire","Police Force Area","6","6","7,456","80.47","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northamptonshire","Police Force Area","12","12","14,182","81.3","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northumbria","Police Force Area","21","22","12,447","171.21","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Nottinghamshire","Police Force Area","19","19","30,981","60.55","N/A","3%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Wales","Police Force Area","31","31","17,762","174.53","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Yorkshire","Police Force Area","4","4","20,791","19.24","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Staffordshire","Police Force Area","14","14","14,095","99.33","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Suffolk","Police Force Area","15","16","12,472","123.16","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Surrey","Police Force Area","29","30","23,554","124.82","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Sussex","Police Force Area","16","16","30,036","53.27","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Thames Valley","Police Force Area","53","54","55,986","95.02","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Warwickshire","Police Force Area","6","6","7,949","71.71","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Mercia","Police Force Area","6","6","13,466","42.33","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Midlands","Police Force Area","103","105","96,204","106.71","N/A","4%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Yorkshire","Police Force Area","34","34","48,126","70.29","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Constable","Detailed rank data","Wiltshire","Police Force Area","5","5","9,794","51.05","N/A","1%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","All - including BTP","Police Force Area","8","8","1,224,400","0.63","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","28,277","0","N/A","2%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Bedfordshire","Police Force Area","0","0","18,456","0","N/A","3%"
"Rate per population","2007","As at 31/3","Mixed","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
