"Title","Armed forces workforce"
"Location","UK"
"Time period","2012 to 2018"
"Data source","Ministry of Defence"
"Data source link","https://www.gov.uk/government/statistics/uk-armed-forces-biannual-diversity-statistics-2018"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-02"
"Ethnicity","Service","Rank","NATO_code","Rank","Year","Value","Number","Note","Number_Note"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Apr-16","3.2","130","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Apr-17","3.2","130","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Apr-18","3.4","140","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Oct-12","2.9","130","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Oct-13","2.8","120","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Oct-14","2.9","120","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Oct-15","3.1","130","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Oct-16","3.3","140","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-3","Major","Oct-17","3.5","150","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Apr-12","2.4","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Apr-13","2","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Apr-14","2.1","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Apr-15","1.8","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Apr-16","1.9","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Apr-17","2.2","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Apr-18","2.1","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Oct-12","2.2","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Oct-13","2.2","40","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Oct-14","1.9","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Oct-15","1.8","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Oct-16","1.9","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-4","Lieutenant Colonel","Oct-17","1.9","30","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Apr-12","2.1","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Apr-13","2.1","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Apr-14","2.3","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Apr-15","2.5","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Apr-16","2.3","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Apr-17","2.4","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Apr-18","3.2","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Oct-12","1.9","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Oct-13","2","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Oct-14","2.6","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Oct-15","2.2","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Oct-16","2.2","10","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-5","Colonel","Oct-17","3","20","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Apr-12","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Apr-13","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Apr-14","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Apr-15","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Apr-16","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Apr-17","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Apr-18","-","-","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Oct-12","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Oct-13","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Oct-14","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Oct-15","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Oct-16","!","!","!",""
"Ethnic Minority (other than White Ethnic Minority)","Army","Officers","OF-6 and above","Brigadier and above","Oct-17","!","!","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Apr-12","11.1","9900","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Apr-13","11.4","9770","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Apr-14","11.6","9000","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Apr-15","11.5","8500","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Apr-16","11.5","8310","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Apr-17","11.9","8460","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Apr-18","12.7","8610","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Oct-12","11.3","9970","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Oct-13","11.6","9600","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Oct-14","11.5","8770","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Oct-15","11.5","8380","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Oct-16","11.6","8270","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","All Other Ranks","All Other Ranks","Oct-17","12.5","8670","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Apr-12","13.3","4960","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Apr-13","12.8","4590","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Apr-14","12.3","3910","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Apr-15","11.3","3340","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Apr-16","10.6","2980","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Apr-17","10.9","2890","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Apr-18","11.5","2780","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Oct-12","13.2","4950","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Oct-13","12.7","4440","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Oct-14","11.9","3710","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Oct-15","10.9","3240","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Oct-16","10.4","2900","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-1/OR-2","Private (Classes 1 to 4)","Oct-17","11.7","3000","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Apr-12","15.5","2490","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Apr-13","15.9","2420","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Apr-14","15.8","2220","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Apr-15","15.3","2120","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Apr-16","14.9","2050","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Apr-17","15.1","2010","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Apr-18","15.6","2060","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Oct-12","15.8","2490","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Oct-13","16","2360","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Oct-14","15.5","2120","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Oct-15","15","2020","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Oct-16","15.3","2000","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-3","Lance Corporal","Oct-17","15.6","2040","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Apr-12","11.3","1690","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Apr-13","12.8","1850","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Apr-14","13.9","1880","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Apr-15","15.1","1920","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Apr-16","15.7","1960","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Apr-17","15.9","2000","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Apr-18","16.4","2030","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Oct-12","11.9","1720","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Oct-13","13.3","1890","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Oct-14","14.6","1930","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Oct-15","15.6","1950","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Oct-16","15.8","1980","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-4","Corporal","Oct-17","16.4","2020","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Apr-12","5","480","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Apr-13","6.9","640","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Apr-14","8.5","700","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Apr-15","9.7","750","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Apr-16","11.2","880","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Apr-17","12.6","1000","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Apr-18","13.7","1090","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Oct-12","5.7","520","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Oct-13","7.5","630","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Oct-14","9","680","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Oct-15","10.2","740","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Oct-16","11.5","870","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-6","Sergeant","Oct-17","13","980","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Apr-12","2.7","160","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Apr-13","3.1","170","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Apr-14","3.9","200","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Apr-15","5.1","260","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Apr-16","6.3","330","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Apr-17","7.8","420","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Apr-18","8.6","470","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Oct-12","3","170","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Oct-13","3.5","190","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Oct-14","4.8","250","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Oct-15","6","320","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Oct-16","7.2","380","NA","NA"
"Ethnic Minority (other than White Ethnic Minority)","Army","Other Ranks","OR-7","Staff Sergeant","Oct-17","8.4","460","NA","NA"
