"Title","A* to C in English and Maths GCSE by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 attainment data https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes","Boys-Value"," Boys-Denominator ","Notes","Girls-Value"," Girls-Denominator ","Notes"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","59"," 375 ","NA","NA","","64"," 180 ","","54"," 195 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","61"," 77 ","NA","NA","","57"," 35 ","","64"," 42 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","67"," 12 ","NA","NA","","43"," 7 ","","100"," 5 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","71"," 17 ","NA","NA","","x"," 9 ","Suppressed","x"," 8 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","60"," 1,139 ","NA","NA","","53"," 567 ","","68"," 572 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","60"," 849 ","NA","NA","","55"," 442 ","","64"," 407 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","x"," 10 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","79"," 62 ","NA","NA","","70"," 27 ","","86"," 35 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","76"," 93 ","NA","NA","","72"," 54 ","","82"," 39 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","58"," 231 ","NA","NA","","51"," 113 ","","64"," 118 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","57"," 501 ","NA","NA","","52"," 266 ","","61"," 235 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","65"," 116 ","NA","NA","","63"," 54 ","","66"," 62 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","York","Local Authority","E06000014","All pupils","All pupils","100"," 11 ","NA","NA","","100"," 3 ","","100"," 8 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","53"," 482 ","NA","NA","","50"," 229 ","","56"," 253 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","x"," 75 ","NA","NA","Suppressed","55"," 44 ","","x"," 31 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","68"," 1,631 ","NA","NA","","64"," 851 ","","73"," 780 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","79"," 505 ","NA","NA","","77"," 270 ","","81"," 235 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","87"," 76 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","70"," 326 ","NA","NA","","66"," 165 ","","74"," 161 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","62"," 438 ","NA","NA","","57"," 218 ","","67"," 220 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","73"," 180 ","NA","NA","","69"," 93 ","","77"," 87 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","x"," 4 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","61"," 4,580 ","NA","NA","","58"," 2,337 ","","63"," 2,243 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","74"," 660 ","NA","NA","","70"," 346 ","","79"," 314 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","56"," 298 ","NA","NA","","47"," 159 ","","66"," 139 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","x"," 5 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","59"," 934 ","NA","NA","","56"," 509 ","","63"," 425 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","x"," 19 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","72"," 278 ","NA","NA","","66"," 158 ","","79"," 120 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","60"," 254 ","NA","NA","","56"," 140 ","","64"," 114 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","60"," 301 ","NA","NA","","60"," 163 ","","60"," 138 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","53"," 117 ","NA","NA","","53"," 78 ","","54"," 39 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","67"," 628 ","NA","NA","","65"," 331 ","","68"," 297 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","77"," 263 ","NA","NA","","75"," 120 ","","78"," 143 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","74"," 530 ","NA","NA","","69"," 257 ","","79"," 273 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","63"," 142 ","NA","NA","","53"," 72 ","","74"," 70 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","63"," 273 ","NA","NA","","58"," 140 ","","69"," 133 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","80"," 190 ","NA","NA","","83"," 103 ","","77"," 87 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","59"," 46 ","NA","NA","","50"," 24 ","","68"," 22 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","83"," 337 ","NA","NA","","79"," 177 ","","86"," 160 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","77"," 849 ","NA","NA","","73"," 436 ","","82"," 413 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","62"," 967 ","NA","NA","","63"," 492 ","","60"," 475 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","85"," 88 ","NA","NA","","77"," 39 ","","92"," 49 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","54"," 367 ","NA","NA","","53"," 195 ","","55"," 172 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","84"," 135 ","NA","NA","","84"," 82 ","","85"," 53 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","67"," 102 ","NA","NA","","71"," 51 ","","63"," 51 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","69"," 65 ","NA","NA","","60"," 30 ","","77"," 35 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","64"," 272 ","NA","NA","","60"," 135 ","","69"," 137 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","."," . ","NA","NA","Not applicable","."," . ","Not applicable","."," . ","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","75"," 272 ","NA","NA","","75"," 124 ","","75"," 148 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","78"," 116 ","NA","NA","","71"," 63 ","","85"," 53 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","72"," 127 ","NA","NA","","75"," 59 ","","71"," 68 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","78"," 170 ","NA","NA","","74"," 84 ","","81"," 86 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","81"," 26 ","NA","NA","","x"," 9 ","Suppressed","x"," 17 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","81"," 79 ","NA","NA","","x"," 45 ","Suppressed","x"," 34 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","67"," 129 ","NA","NA","","62"," 68 ","","72"," 61 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","70"," 1,601 ","NA","NA","","68"," 784 ","","72"," 817 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","77"," 124 ","NA","NA","","74"," 54 ","","79"," 70 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","68"," 1,685 ","NA","NA","","68"," 845 ","","67"," 840 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","77"," 333 ","NA","NA","","79"," 182 ","","75"," 151 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","72"," 199 ","NA","NA","","69"," 106 ","","76"," 93 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","72"," 398 ","NA","NA","","69"," 209 ","","76"," 189 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","86"," 512 ","NA","NA","","88"," 294 ","","84"," 218 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","84"," 207 ","NA","NA","","76"," 108 ","","92"," 99 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","70"," 900 ","NA","NA","","68"," 456 ","","73"," 444 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","89"," 167 ","NA","NA","","90"," 83 ","","88"," 84 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","74"," 453 ","NA","NA","","73"," 242 ","","75"," 211 ",""
