"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Value-Female","Denominator-Female","Lower CI - Female","Upper CI - Female","Notes - Female","All-value","All-Denominator"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Bournemouth","Local Authority","E06000028","Boys","All pupils","49","832","NA","NA","53","785","NA","NA","","51","1617"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Bristol, City of","Local Authority","E06000023","Boys","All pupils","45","1563","NA","NA","50","1575","NA","NA","","48","3138"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Cornwall","Local Authority","E06000052","Boys","All pupils","48","2761","NA","NA","52","2671","NA","NA","","50","5432"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Devon","Local Authority","E10000008","Boys","All pupils","49","3613","NA","NA","53","3358","NA","NA","","51","6971"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Dorset","Local Authority","E10000009","Boys","All pupils","48","2115","NA","NA","52","2038","NA","NA","","50","4153"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Gloucestershire","Local Authority","E10000013","Boys","All pupils","50","3295","NA","NA","54","3090","NA","NA","","52","6385"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Isles of Scilly","Local Authority","E06000053","Boys","All pupils","54","12","NA","NA","46","11","NA","NA","","50","23"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","North Somerset","Local Authority","E06000024","Boys","All pupils","48","1108","NA","NA","52","1068","NA","NA","","50","2176"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Plymouth","Local Authority","E06000026","Boys","All pupils","46","1345","NA","NA","51","1295","NA","NA","","48","2640"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Poole","Local Authority","E06000029","Boys","All pupils","50","744","NA","NA","55","694","NA","NA","","53","1438"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Somerset","Local Authority","E10000027","Boys","All pupils","48","2588","NA","NA","53","2549","NA","NA","","50","5137"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","South Gloucestershire","Local Authority","E06000025","Boys","All pupils","47","1468","NA","NA","49","1302","NA","NA","","48","2770"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Swindon","Local Authority","E06000030","Boys","All pupils","46","1078","NA","NA","50","1031","NA","NA","","48","2109"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Torbay","Local Authority","E06000027","Boys","All pupils","50","787","NA","NA","51","724","NA","NA","","51","1511"
"Average Attainment 8 score per pupil","2016","Academic year","All","All pupils","Wiltshire","Local Authority","E06000054","Boys","All pupils","49","2434","NA","NA","53","2465","NA","NA","","51","4899"
"Average Attainment 8 score per pupil","2016","Academic year","All","5+1","All - England","Country","E92000001","Boys","All pupils","48","273890","NA","NA","52","263918","NA","NA","","50","537808"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","County Durham","Local Authority","E06000047","Boys","All pupils","61","17","NA","NA","56","16","NA","NA","","59","33"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Darlington","Local Authority","E06000005","Boys","All pupils","48","8","NA","NA","46","13","NA","NA","","47","21"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Gateshead","Local Authority","E08000037","Boys","All pupils","56","20","NA","NA","65","15","NA","NA","","60","35"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Hartlepool","Local Authority","E06000001","Boys","All pupils","49","7","NA","NA","58","7","NA","NA","","54","14"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Middlesbrough","Local Authority","E06000002","Boys","All pupils","51","77","NA","NA","54","95","NA","NA","","52","172"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Newcastle upon Tyne","Local Authority","E08000021","Boys","All pupils","52","135","NA","NA","53","114","NA","NA","","52","249"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","North Tyneside","Local Authority","E08000022","Boys","All pupils","43","12","NA","NA","55","26","NA","NA","","51","38"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Northumberland","Local Authority","E06000057","Boys","All pupils","57","25","NA","NA","55","17","NA","NA","","56","42"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Redcar and Cleveland","Local Authority","E06000003","Boys","All pupils","43","11","NA","NA","56","10","NA","NA","","49","21"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","South Tyneside","Local Authority","E08000023","Boys","All pupils","44","26","NA","NA","58","31","NA","NA","","52","57"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Stockton-on-Tees","Local Authority","E06000004","Boys","All pupils","49","54","NA","NA","56","52","NA","NA","","52","106"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sunderland","Local Authority","E08000024","Boys","All pupils","56","34","NA","NA","55","56","NA","NA","","55","90"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Blackburn with Darwen","Local Authority","E06000008","Boys","All pupils","49","388","NA","NA","55","347","NA","NA","","52","735"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Blackpool","Local Authority","E06000009","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","53","19"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bolton","Local Authority","E08000001","Boys","All pupils","51","334","NA","NA","57","277","NA","NA","","54","611"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bury","Local Authority","E08000002","Boys","All pupils","50","120","NA","NA","53","124","NA","NA","","52","244"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Cheshire East","Local Authority","E06000049","Boys","All pupils","51","26","NA","NA","52","36","NA","NA","","51","62"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Cheshire West and Chester","Local Authority","E06000050","Boys","All pupils","55","18","NA","NA","59","19","NA","NA","","57","37"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Cumbria","Local Authority","E10000006","Boys","All pupils","54","14","NA","NA","53","17","NA","NA","","54","31"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Halton","Local Authority","E06000006","Boys","All pupils","!","!","NA","NA","N/A","0","NA","NA","Not applicable","!","!"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Knowsley","Local Authority","E08000011","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","!","!"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Lancashire","Local Authority","E10000017","Boys","All pupils","46","593","NA","NA","53","554","NA","NA","","50","1147"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Liverpool","Local Authority","E08000012","Boys","All pupils","55","71","NA","NA","55","61","NA","NA","","55","132"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Manchester","Local Authority","E08000003","Boys","All pupils","49","478","NA","NA","54","496","NA","NA","","51","974"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Oldham","Local Authority","E08000004","Boys","All pupils","44","423","NA","NA","48","399","NA","NA","","46","822"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Rochdale","Local Authority","E08000005","Boys","All pupils","46","279","NA","NA","51","272","NA","NA","","49","551"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Salford","Local Authority","E08000006","Boys","All pupils","53","21","NA","NA","58","17","NA","NA","","55","38"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sefton","Local Authority","E08000014","Boys","All pupils","47","14","NA","NA","60","9","NA","NA","","52","23"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","St Helens","Local Authority","E08000013","Boys","All pupils","66","5","NA","NA","51","9","NA","NA","","56","14"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Stockport","Local Authority","E08000007","Boys","All pupils","50","88","NA","NA","57","80","NA","NA","","53","168"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Tameside","Local Authority","E08000008","Boys","All pupils","49","128","NA","NA","56","125","NA","NA","","52","253"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Trafford","Local Authority","E08000009","Boys","All pupils","57","185","NA","NA","63","142","NA","NA","","59","327"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Warrington","Local Authority","E06000007","Boys","All pupils","56","30","NA","NA","55","19","NA","NA","","56","49"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Wigan","Local Authority","E08000010","Boys","All pupils","56","20","NA","NA","49","10","NA","NA","","53","30"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Wirral","Local Authority","E08000015","Boys","All pupils","58","23","NA","NA","59","41","NA","NA","","59","64"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Barnsley","Local Authority","E08000016","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","44","6"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bradford","Local Authority","E08000032","Boys","All pupils","43","1275","NA","NA","49","1207","NA","NA","","46","2482"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Calderdale","Local Authority","E08000033","Boys","All pupils","48","180","NA","NA","49","195","NA","NA","","49","375"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Doncaster","Local Authority","E08000017","Boys","All pupils","48","35","NA","NA","49","42","NA","NA","","49","77"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","East Riding of Yorkshire","Local Authority","E06000011","Boys","All pupils","42","7","NA","NA","59","5","NA","NA","","49","12"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Kingston upon Hull, City of","Local Authority","E06000010","Boys","All pupils","60","9","NA","NA","52","8","NA","NA","","56","17"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Kirklees","Local Authority","E08000034","Boys","All pupils","47","567","NA","NA","52","572","NA","NA","","50","1139"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Leeds","Local Authority","E08000035","Boys","All pupils","45","442","NA","NA","51","407","NA","NA","","48","849"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","North East Lincolnshire","Local Authority","E06000012","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","60","10"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","North Lincolnshire","Local Authority","E06000013","Boys","All pupils","51","27","NA","NA","57","35","NA","NA","","54","62"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","North Yorkshire","Local Authority","E10000023","Boys","All pupils","56","54","NA","NA","59","39","NA","NA","","57","93"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Rotherham","Local Authority","E08000018","Boys","All pupils","45","113","NA","NA","52","118","NA","NA","","48","231"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sheffield","Local Authority","E08000019","Boys","All pupils","45","266","NA","NA","50","235","NA","NA","","47","501"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Wakefield","Local Authority","E08000036","Boys","All pupils","44","54","NA","NA","54","62","NA","NA","","49","116"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","York","Local Authority","E06000014","Boys","All pupils","63","3","NA","NA","72","8","NA","NA","","70","11"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Derby","Local Authority","E06000015","Boys","All pupils","46","229","NA","NA","51","253","NA","NA","","48","482"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Derbyshire","Local Authority","E10000007","Boys","All pupils","!","44","NA","NA","!","31","NA","NA","Suppressed","49","75"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Leicester","Local Authority","E06000016","Boys","All pupils","48","851","NA","NA","54","780","NA","NA","","51","1631"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Leicestershire","Local Authority","E10000018","Boys","All pupils","55","270","NA","NA","59","235","NA","NA","","57","505"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Lincolnshire","Local Authority","E10000019","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","65","76"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Northamptonshire","Local Authority","E10000021","Boys","All pupils","52","165","NA","NA","55","161","NA","NA","","53","326"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Nottingham","Local Authority","E06000018","Boys","All pupils","49","218","NA","NA","53","220","NA","NA","","51","438"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Nottinghamshire","Local Authority","E10000024","Boys","All pupils","53","93","NA","NA","57","87","NA","NA","","55","180"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Rutland","Local Authority","E06000017","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","48","4"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Birmingham","Local Authority","E08000025","Boys","All pupils","48","2337","NA","NA","51","2243","NA","NA","","50","4580"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Coventry","Local Authority","E08000026","Boys","All pupils","50","346","NA","NA","57","314","NA","NA","","53","660"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Dudley","Local Authority","E08000027","Boys","All pupils","45","159","NA","NA","54","139","NA","NA","","49","298"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Herefordshire, County of","Local Authority","E06000019","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","52","5"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sandwell","Local Authority","E08000028","Boys","All pupils","48","509","NA","NA","53","425","NA","NA","","50","934"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Shropshire","Local Authority","E06000051","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","53","19"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Solihull","Local Authority","E08000029","Boys","All pupils","52","158","NA","NA","57","120","NA","NA","","54","278"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Staffordshire","Local Authority","E10000028","Boys","All pupils","48","140","NA","NA","52","114","NA","NA","","50","254"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Stoke-on-Trent","Local Authority","E06000021","Boys","All pupils","49","163","NA","NA","51","138","NA","NA","","50","301"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Telford and Wrekin","Local Authority","E06000020","Boys","All pupils","48","78","NA","NA","50","39","NA","NA","","49","117"
